query,match,kingdom,phylum,class,order,family,genus,species
EUSF01188,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01178,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF00577,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01712,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01201,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01195,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01192,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01176,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01173,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01172,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01937,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01919,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01918,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01916,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01860,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01814,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01920,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01908,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01881,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01873,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01863,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01936,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01926,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01875,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01179,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF00583,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01721,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01711,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01209,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01169,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01168,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01164,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01166,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01697,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01177,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01170,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01189,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01194,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01459,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00895,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00892,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00889,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00885,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00882,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00878,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00877,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00872,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00867,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00865,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00864,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00863,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00860,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00857,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00850,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00838,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00835,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00832,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00831,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00828,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00814,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00812,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00810,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00807,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00806,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00804,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00776,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00764,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00763,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00755,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00746,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00745,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00701,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00694,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00671,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00599,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00571,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00533,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00531,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00530,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00529,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00527,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00514,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01625,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01167,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01072,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01070,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01034,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00747,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00740,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00739,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00737,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00736,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00734,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00731,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00563,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00561,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00535,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00888,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00848,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00799,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00754,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00743,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00869,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00765,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00759,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00738,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00723,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01631,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01595,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00870,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00779,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00825,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00756,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01437,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00691,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01433,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00845,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01071,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00761,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00778,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00775,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01466,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00762,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00823,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00861,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00853,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00802,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00742,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00854,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00800,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF00795,Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea
EUSF01698,Nectria_sp|JX174117|SH207584.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_sp
EUSF01451,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01371,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01197,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01171,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00940,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
